Epoch,Loss,Training,Testing
1,0.012329675489396376,81.79347826086956,75.69444444444444
2,0.006677773064915791,88.8586956521739,81.07638888888889
3,0.005583456426339888,88.56431159420289,81.25
4,0.004933840747987536,90.10416666666666,82.98611111111111
5,0.004590337788711766,89.31159420289855,81.42361111111111
6,0.004211425859784993,92.79891304347827,84.02777777777779
7,0.003912669207856373,91.89311594202898,84.28819444444444
8,0.004251504337413392,92.91213768115942,84.11458333333334
9,0.003680305195226241,92.07427536231883,82.29166666666666
10,0.0036143818212883063,93.59148550724638,85.41666666666666
11,0.003582531552143757,92.98007246376811,85.41666666666666
12,0.003474970181719302,93.59148550724638,86.28472222222221
13,0.0032822981060206835,94.29347826086956,85.59027777777779
14,0.0036079746429440516,92.84420289855072,84.46180555555556
15,0.0032534594814046386,91.96105072463769,83.50694444444444
16,0.003388654170890777,93.70471014492753,84.98263888888889
17,0.0028406780001414577,94.29347826086956,84.63541666666666
18,0.003003219564254955,92.64039855072464,83.50694444444444
19,0.003192794363259395,93.81793478260869,84.98263888888889
20,0.003425619873114948,94.24818840579711,86.28472222222221
21,0.0031449412201436477,94.54257246376811,84.89583333333334
22,0.002931886018824949,94.38405797101449,85.50347222222221
23,0.0030296221955941425,94.61050724637681,85.24305555555556
24,0.003014045188717346,95.08605072463769,86.28472222222221
25,0.003006359913977978,94.22554347826086,85.50347222222221
26,0.0033229236635289863,94.99547101449275,85.50347222222221
27,0.0028016639089742785,94.79166666666666,84.63541666666666
28,0.0031404176387188087,95.24456521739131,84.63541666666666
29,0.0029115109345051915,94.70108695652173,84.46180555555556
30,0.002708001997011119,95.22192028985508,85.50347222222221
31,0.0028016014506068937,94.58786231884058,84.63541666666666
32,0.0024314521420081203,94.29347826086956,84.02777777777779
33,0.0026515637260650844,94.70108695652173,83.68055555555556
34,0.0028831371841192464,94.92753623188406,85.15625
35,0.0022234697659746644,94.97282608695652,84.54861111111111
36,0.0023552049873319927,95.62952898550725,84.28819444444444
37,0.002426519982284575,95.47101449275362,85.06944444444444
38,0.0026255732070992674,95.78804347826086,84.11458333333334
39,0.0025519028862581463,95.22192028985508,84.46180555555556
40,0.002598370897893535,95.85597826086956,84.20138888888889
41,0.0024586589622808967,95.78804347826086,85.50347222222221
42,0.002118640199412893,95.47101449275362,84.28819444444444
43,0.002540972189658503,95.5163043478261,83.94097222222221
44,0.002432715012858375,95.8786231884058,83.94097222222221
45,0.002302007660044376,95.65217391304348,83.59375
46,0.002539849962175275,95.33514492753623,83.94097222222221
47,0.0024047192035876316,96.21829710144928,85.24305555555556
48,0.002404626953995195,95.65217391304348,85.32986111111111
49,0.0027981722380839608,95.56159420289855,82.98611111111111
50,0.002388120535846482,95.7427536231884,84.80902777777779
51,0.0021261148620823674,96.28623188405797,84.98263888888889
52,0.0022336352551671807,95.72010869565217,83.85416666666666
53,0.002377070121187119,96.08242753623189,83.94097222222221
54,0.002575801483566312,96.05978260869566,84.98263888888889
55,0.002387662821105322,96.28623188405797,84.80902777777779
56,0.002230896588882703,95.96920289855072,83.76736111111111
57,0.002240336581630979,95.81068840579711,84.20138888888889
58,0.0025050018134669468,96.10507246376811,84.80902777777779
59,0.0022465137186042767,95.65217391304348,85.06944444444444
60,0.002318594133520651,95.96920289855072,84.80902777777779
61,0.0019188146401405007,96.49003623188406,83.94097222222221
62,0.0023706595769355213,96.28623188405797,84.80902777777779
63,0.0020444261876475254,96.6711956521739,84.11458333333334
64,0.0019481791474444128,96.60326086956522,84.98263888888889
65,0.001957840100528312,97.01086956521739,84.20138888888889
66,0.002240187188014593,96.6711956521739,84.80902777777779
67,0.002043954845377877,96.78442028985508,84.28819444444444
68,0.0019827301406551675,97.01086956521739,84.89583333333334
69,0.001954977187617425,96.85235507246377,84.72222222222221
70,0.0018686842724790166,97.0788043478261,84.80902777777779
71,0.001917167203919151,97.23731884057972,84.28819444444444
72,0.0019086388803636067,96.71648550724638,83.85416666666666
73,0.001753454028537427,96.875,83.33333333333334
74,0.002216053706628811,97.03351449275362,84.28819444444444
75,0.0022727956390990018,96.51268115942028,83.24652777777779
76,0.0019660933928326877,97.01086956521739,85.67708333333334
77,0.002604460363352277,96.78442028985508,83.59375
78,0.0021462840447245006,96.58061594202898,82.8125
79,0.0017882196303528727,97.0788043478261,83.85416666666666
80,0.0018642793570010899,97.32789855072464,84.375
81,0.0016980335627717507,96.94293478260869,83.15972222222221
82,0.0019012172339359463,96.80706521739131,83.24652777777779
83,0.0020587656290144904,97.55434782608695,83.42013888888889
84,0.0015050380889370723,96.89764492753623,83.07291666666666
85,0.0021467802872818125,97.39583333333334,83.59375
86,0.0018878659228329041,97.57699275362319,83.68055555555556
87,0.0020625652100013333,97.19202898550725,84.11458333333334
88,0.001607484355787418,97.55434782608695,84.54861111111111
89,0.0015245647934512138,97.50905797101449,83.24652777777779
90,0.0015555901696613548,97.75815217391305,83.42013888888889
91,0.002227785108879031,96.80706521739131,83.15972222222221
92,0.0018667966412511798,97.91666666666666,85.24305555555556
93,0.0020893457918457763,97.41847826086956,82.98611111111111
94,0.002131512147006532,97.23731884057972,83.68055555555556
95,0.001659796607794153,97.73550724637681,83.24652777777779
96,0.0016833190453229396,97.8713768115942,84.20138888888889
97,0.0015624931037740136,97.48641304347827,83.33333333333334
98,0.0014453673588861495,97.59963768115942,84.11458333333334
99,0.0013890584019942364,97.80344202898551,83.76736111111111
100,0.0011985337009139557,97.98460144927536,82.55208333333334
