Epoch,Loss,Training Accuracy,Testing Accuracy,Training Precision,Testing Precision
1,0.020020975665582856,41.64402173913043,36.45833333333333,34.325329350544756,34.45883441029947
2,0.016846827841701037,54.257246376811594,50.954861111111114,35.999663589525476,35.637862279995716
3,0.015307729734290532,62.613224637681164,59.635416666666664,37.11120407534416,36.736865510353255
4,0.013689921999829937,66.46286231884058,62.673611111111114,39.31410559061219,37.105094370528015
5,0.013040485374431452,68.41032608695652,65.19097222222221,37.97676034540132,37.62719669476032
6,0.012381696556272253,69.49728260869566,65.01736111111111,38.3567174161523,37.70149393959431
7,0.011789622736239411,71.80706521739131,66.66666666666666,52.372071156072764,50.432165216085366
8,0.011535559460780252,67.82155797101449,63.62847222222222,44.165491621301356,43.121518536183686
9,0.010950290260786972,71.89764492753623,64.84375,55.55241525006742,52.01515126910093
10,0.010709443543615088,75.11322463768117,68.40277777777779,56.27372275497557,52.764866333183576
11,0.010518459464900544,74.13949275362319,67.36111111111111,56.61454569815261,52.7959289071668
12,0.00985056012322551,74.13949275362319,67.88194444444444,56.606053461895534,53.40842303340838
13,0.009837890072878516,74.27536231884058,68.48958333333334,55.595067216420716,52.89290502462535
14,0.009246779583551598,81.09148550724638,74.39236111111111,60.64954051791448,57.880414349374135
15,0.009215008327438675,78.94021739130434,72.74305555555556,58.34895599403245,55.63462630382689
16,0.0089898686702376,81.47644927536231,75.52083333333334,76.44550232242341,74.43768245652649
17,0.008444631767589821,83.85416666666666,78.55902777777779,78.87359921629555,78.33871208075051
18,0.00857805174550914,84.03532608695652,77.86458333333334,80.08692199622878,77.93822509105581
19,0.008301129419523897,83.42391304347827,78.55902777777779,78.22585901306569,78.5823205496508
20,0.007655690611091696,86.32246376811594,81.94444444444444,82.34595429762986,83.42539496340936
21,0.007388591930256537,87.34148550724638,81.68402777777779,83.74906863714942,82.6433578830095
22,0.007292055713540365,87.45471014492753,80.98958333333334,83.78392454763215,81.60705502707921
23,0.007476519055726001,88.79076086956522,81.77083333333334,85.91973438201026,83.79345971818441
