Epoch,Loss,Training Accuracy,Testing Accuracy,Training Precision,Testing Precision
1,0.01928970245021292,55.09510869565217,52.517361111111114,30.35447278300292,30.04542278119694
2,0.015043318831625605,68.1838768115942,64.40972222222221,35.06188101774666,34.46322521692948
3,0.01209864027859638,70.28985507246377,65.97222222222221,37.272448749395934,36.57616892903648
4,0.01072456191894005,71.17300724637681,66.66666666666666,36.36167510967453,35.54526246257042
5,0.009841779846182447,72.69021739130434,67.88194444444444,38.003942685748626,36.90678605211661
6,0.009403705105226484,71.28623188405797,67.53472222222221,36.76720623326467,36.24533178170285
7,0.008919819752411707,73.41485507246377,68.48958333333334,39.143344501357646,38.03133093112472
8,0.00892536932863739,73.41485507246377,68.22916666666666,39.492618883720155,38.28418920214599
9,0.00840595929339651,71.89764492753623,66.40625,39.63593439331937,38.22160598014278
10,0.008778919992536497,73.50543478260869,68.66319444444444,38.626025673054805,37.373308638092176
11,0.008246546841672973,73.55072463768117,69.27083333333334,38.130391007462684,37.33178827744123
12,0.007807669776989493,74.72826086956522,69.87847222222221,39.59512381376848,38.366168478185415
13,0.007848267867737796,73.70923913043478,69.09722222222221,38.53950072228947,37.62254186589436
14,0.007687494336302186,74.59239130434783,69.53125,40.05287899790635,38.756108937787616
15,0.007796969076944643,74.54710144927536,69.35763888888889,39.10223112976497,37.69807280506659
16,0.0076987710871027765,75.0,69.35763888888889,40.23530408545035,38.519813519735855
17,0.007258038127864861,74.81884057971014,69.70486111111111,39.453456550172625,38.023950551851215
18,0.007172368719531898,75.5661231884058,70.13888888888889,40.19251476222411,38.63018987356139
19,0.007408791406918402,75.06793478260869,69.87847222222221,40.350374018032184,38.91438820464365
20,0.007338296079122069,75.45289855072464,69.79166666666666,39.899421928443545,38.21834613264505
21,0.0067758113418993435,75.63405797101449,69.70486111111111,40.02554894888921,38.21919395615339
22,0.007055732331944648,75.65670289855072,69.35763888888889,40.13311013864737,38.1403670742976
23,0.006789615198519118,75.90579710144928,69.96527777777779,40.839546503936674,38.89190188578359
24,0.006828920350612357,75.58876811594203,69.61805555555556,40.39190968767276,38.44308994169379
25,0.006798137112509537,76.06431159420289,70.05208333333334,40.65063549761576,38.90374331542959
26,0.006629012402157298,76.17753623188406,70.3125,40.52120318883171,38.59899482859127
27,0.006846952333185894,75.95108695652173,70.05208333333334,40.513845918441035,38.56147814473524
28,0.006613411159552531,76.29076086956522,70.39930555555556,40.66138801451998,38.781577491949506
29,0.006351994329851759,76.17753623188406,69.79166666666666,40.585390805472684,38.51366424978403
30,0.006215717411308962,75.92844202898551,69.96527777777779,40.63775321919867,38.63369779222335
31,0.0064033483190071025,75.33967391304348,69.53125,40.78285383169889,39.12776940499557
32,0.006468840503397608,76.10960144927536,69.70486111111111,40.905525579514915,38.75816590649135
33,0.006387547232162832,72.84873188405797,67.01388888888889,39.66886834350992,37.846952806038345
34,0.006378497197664079,75.47554347826086,69.61805555555556,39.848823064236974,37.95815295807944
35,0.006162811627254696,75.79257246376811,68.83680555555556,40.820297766309366,38.611742093228045
36,0.006261040512079716,76.69836956521739,70.3125,40.95409640068362,38.93273850369692
37,0.006121333114850642,75.86050724637681,69.96527777777779,40.87117982571967,39.078767111084865
38,0.00602122942902537,75.9963768115942,69.61805555555556,40.89230312650333,38.8063238310026
39,0.006069625774782585,76.17753623188406,70.57291666666666,40.547607890123814,38.87653170175986
40,0.0058780074713702165,76.58514492753623,70.13888888888889,40.832400437907566,38.716524748150015
41,0.0059357300216347445,76.38134057971014,70.05208333333334,40.544386469167534,38.489932885830235
42,0.006038935696253746,75.90579710144928,69.70486111111111,40.36630281146447,38.24766355132678
43,0.006062132170668007,75.76992753623189,69.70486111111111,40.904779980479375,39.02131628022902
44,0.006411892379865419,76.49456521739131,70.39930555555556,40.57840558247956,38.66214036723048
45,0.0058937005111375715,75.58876811594203,69.18402777777779,40.869519137575125,38.93231357407601
46,0.0058020353624571586,76.44927536231883,70.22569444444444,40.831937540350204,38.80493066893529
47,0.005868043385166078,76.47192028985508,69.96527777777779,40.825235518299024,38.64604258730745
48,0.005879518136341128,76.20018115942028,69.09722222222221,40.89913765242022,38.50406555770355
49,0.005693980916911151,76.69836956521739,70.3125,40.833735866588505,38.75565610852046
50,0.005870080861159687,76.53985507246377,70.48611111111111,40.67819141519027,38.59559120721241
51,0.005750629098233993,75.90579710144928,70.13888888888889,40.245077791525794,38.492211837930654
52,0.005768734442734259,76.10960144927536,69.53125,40.57295212312876,38.23512057635908
53,0.005841467389538133,76.47192028985508,70.13888888888889,40.68800812188284,38.55269784477398
54,0.00577142166091585,76.53985507246377,69.79166666666666,40.905547697747146,38.66555544653495
55,0.006050129059965079,76.7663043478261,70.3125,41.043698126571705,38.91985514084484
56,0.005644605273942571,76.58514492753623,70.05208333333334,40.693815604486204,38.585972850602296
57,0.0058431763656089115,76.51721014492753,70.39930555555556,40.890125119092005,39.00330124367063
58,0.005740274942380151,76.81159420289855,70.22569444444444,40.94275430865903,38.57239906824709
59,0.0057687842475777915,76.85688405797102,70.48611111111111,41.10529980397658,39.041237510741894
60,0.005502100645946074,76.85688405797102,70.13888888888889,41.033996773910886,38.77949936233463
61,0.00567605345075443,75.70199275362319,69.79166666666666,39.80049305087656,38.23008849550039
62,0.00692854894753665,76.81159420289855,70.05208333333334,41.052227887195464,38.779537209452705
63,0.005628644969351897,75.45289855072464,69.70486111111111,39.622893836516525,37.96897546890199
64,0.005853499711843721,76.83423913043478,70.13888888888889,41.08370462664326,38.65481676533917
65,0.005571317702777663,76.38134057971014,69.87847222222221,40.989371243223786,38.754127731250634
66,0.00586535156415101,75.49818840579711,68.83680555555556,40.822641828070175,38.827033276283686
67,0.005729854427872176,76.92481884057972,69.44444444444444,41.09244249724057,38.47436023131815
68,0.005660309062760211,76.83423913043478,69.96527777777779,40.79305275009095,38.324460730013485
69,0.005481935395602236,76.08695652173914,70.65972222222221,39.94316383250575,38.368055555481774
70,0.0057626502549123805,77.1286231884058,70.39930555555556,41.02692186817135,38.781577491949506
71,0.005474958387839477,77.28713768115942,70.57291666666666,41.129913219012856,38.98937935604573
72,0.005512891175083673,76.81159420289855,70.39930555555556,40.95182554461449,38.94502405452054
73,0.0055617802391404085,76.44927536231883,70.22569444444444,40.499488145246445,38.43422451762203
74,0.0054968200507893895,76.29076086956522,69.79166666666666,40.428666791366055,38.344332298061175
75,0.0054439136896736575,76.51721014492753,69.61805555555556,41.11226568767914,39.011229556254385
76,0.005475981934397293,77.24184782608695,70.39930555555556,41.10858399765657,38.7689773105673
77,0.005492510675263995,76.83423913043478,70.05208333333334,41.156204978244034,39.045521525644425
78,0.005772418054853635,75.18115942028986,69.96527777777779,39.3484121200838,37.76706329890642
79,0.005542043239684088,77.10597826086956,70.57291666666666,40.96189514003886,38.778629658308766
80,0.005477051857575487,77.30978260869566,70.22569444444444,41.24201155779645,38.80493066893529
81,0.0055130927966042026,76.85688405797102,70.57291666666666,40.708860736994964,38.66288716806591
82,0.005550541769026836,76.97010869565217,70.22569444444444,40.81446467746018,38.45010564393906
83,0.0056274453029514565,76.90217391304348,70.48611111111111,40.80370968582541,38.68120456897909
84,0.005497340809495814,76.7663043478261,70.22569444444444,40.719546659129435,38.5893827638992
85,0.005352806258163121,77.28713768115942,70.57291666666666,41.27918808404362,39.00841965510063
86,0.005367828111354634,77.17391304347827,70.83333333333334,41.12907847138035,39.027919320147966
87,0.005357869498698019,76.87952898550725,70.3125,40.69599301589749,38.42553689742223
88,0.005391642782499111,77.19655797101449,70.92013888888889,40.99314122314698,38.980542115317824
