Epoch,Loss,Training Accuracy,Testing Accuracy,Training Precision,Testing Precision
1,0.01272269162860734,80.79710144927536,73.95833333333334,60.43973343752715,57.584255739379046
2,0.007847395753718428,83.03894927536231,75.34722222222221,61.987165221685935,58.44603438101919
3,0.006537129663743632,83.40126811594203,75.69444444444444,63.294610279207284,60.0861707751569
4,0.006163920927195239,86.27717391304348,78.03819444444444,65.56785411685424,61.99221668719969
5,0.005436811616642556,86.61684782608695,77.69097222222221,65.95618718029006,61.759134610788614
6,0.0051508936774938285,87.79438405797102,79.16666666666666,66.84985817233382,63.48787499239066
7,0.004963449160649512,88.11141304347827,77.86458333333334,67.5332541600962,62.11028653862779
8,0.004913049984781377,88.54166666666666,78.64583333333334,67.70429912632274,63.0659655902299
9,0.004627796721420192,88.0661231884058,79.60069444444444,67.81761748367619,64.61467875164941
10,0.004454966989626697,88.51902173913044,79.34027777777779,67.42828767567246,63.53328542410716
11,0.004642576761168148,88.72282608695652,80.38194444444444,68.55454817544982,64.86435130582504
12,0.0047574671929468265,87.77173913043478,79.51388888888889,67.52114047161152,64.44008418148813
13,0.004025447628811671,89.37952898550725,80.64236111111111,68.22575847613584,64.87867688072919
14,0.004012774331213464,88.42844202898551,79.51388888888889,67.04715300605571,62.76011821100474
15,0.004163765994700459,89.03985507246377,80.29513888888889,68.55027596761028,64.81821391902804
16,0.003840704944486688,88.76811594202898,79.51388888888889,68.40774912113274,64.48998549746786
17,0.0036674857422996287,89.60597826086956,80.29513888888889,68.75460635505821,65.38104438349562
18,0.0038820184173111957,90.26268115942028,81.33680555555556,68.77233513656361,64.59878592563655
19,0.004120655463689189,89.42481884057972,80.98958333333334,69.06047009067497,65.84858774603262
20,0.0037053794003374307,89.94565217391305,80.90277777777779,69.1069490097178,65.16460334173078
21,0.0036854337914535257,89.69655797101449,80.55555555555556,68.59777756658933,64.99783760441457
22,0.0036228187433439696,89.92300724637681,80.90277777777779,69.02208488586213,65.44482544351176
23,0.0036697169709489718,89.80978260869566,80.03472222222221,68.50516272817318,63.763158655657094
24,0.0035862565726915924,90.17210144927536,81.59722222222221,69.63269325345122,66.13340867260155
25,0.0034249622876714064,89.80978260869566,80.90277777777779,69.54310765109643,66.09361492644182
26,0.003573699983214152,89.80978260869566,80.72916666666666,69.15924992693425,65.39279976173576
27,0.003356891744842669,90.44384057971014,81.16319444444444,68.98463013588776,65.31331166835605
28,0.003640481278532476,90.67028985507247,81.59722222222221,69.75061796790575,66.12669370376322
29,0.0031252540255308587,90.89673913043478,81.42361111111111,69.6655856846409,65.6920660696093
30,0.003255192105044584,90.73822463768117,80.64236111111111,69.9510268502918,65.82583195648134
31,0.0031769976214489513,90.46648550724638,80.20833333333334,70.0091769093519,65.4650017899397
32,0.0031645973422159087,90.12681159420289,80.46875,68.77420701872694,64.10068130286668
33,0.0035277664197026644,90.1947463768116,80.29513888888889,69.42130001026906,64.5598463398152
34,0.0033973150166975697,90.14945652173914,80.98958333333334,68.81151016425885,65.0386497606409
35,0.0032291773358388955,90.46648550724638,80.98958333333334,69.96493862999114,65.94017621649519
36,0.0034630541885177766,90.35326086956522,80.03472222222221,69.51144180599785,64.58216220595948
37,0.0030669975995088693,91.12318840579711,82.03125,69.86824020096684,65.89035695262525
38,0.003219585049654998,91.10054347826086,81.33680555555556,70.12893427679178,65.96530634311593
39,0.0030514604295070404,89.94565217391305,80.72916666666666,68.250954560625,64.5369125074978
40,0.0032683173646957473,91.0552536231884,81.42361111111111,70.31254422789436,66.31027747819377
41,0.0029971503680802395,90.78351449275362,81.94444444444444,70.07153786053377,66.54639443526776
42,0.0028705904405396756,90.71557971014492,81.33680555555556,69.51980699010265,65.94387755077058
43,0.0030880776224581066,90.12681159420289,80.72916666666666,68.51194204404887,64.53011100240099
44,0.0034019850889318148,90.48913043478261,81.68402777777779,69.22387918000183,65.79854111213928
45,0.00318048135176861,91.10054347826086,80.98958333333334,70.10662572122236,66.04286648206374
46,0.0032012889667061574,90.51177536231883,80.29513888888889,69.9007867639822,65.59894754977395
47,0.0031812059284144316,90.51177536231883,81.51041666666666,69.57651784596877,66.04035445037351
48,0.0032207738534708727,91.14583333333334,82.29166666666666,69.9628101176711,66.64489646404513
49,0.0031796466118692805,90.51177536231883,81.16319444444444,69.693130198467,65.73874843081553
50,0.0029929667893937154,91.03260869565217,81.85763888888889,70.04860948732248,66.02477803488857
51,0.0029813659238252586,91.14583333333334,81.94444444444444,70.12443722302476,66.18622047194087
52,0.002780796854144712,91.21376811594203,82.20486111111111,69.85435695412299,66.3265878739698
53,0.00312198992002513,91.39492753623189,82.20486111111111,70.13388349600264,66.37448384393507
54,0.0028274357813990085,91.25905797101449,82.11805555555556,70.19986471031471,66.26784917423889
55,0.002696126766031647,91.12318840579711,81.51041666666666,69.55598337968372,65.16538119858683
56,0.002487472180826854,91.14583333333334,81.59722222222221,70.07346513190608,66.53085457461125
57,0.002430706882489099,91.64402173913044,82.03125,70.63397477190384,66.79083828733741
58,0.0026221589742725206,90.80615942028986,80.98958333333334,70.12571388316506,66.14899332802844
59,0.0028118578671015916,91.12318840579711,81.16319444444444,69.69323856291048,65.1186677570333
