Epoch,Loss,Training,Testing
1,0.01299440832065946,81.11413043478261,73.5243055555555661.49036214515636,59.3006853216717
2,0.007844350385239757,84.51086956521739,76.6493055555555663.612123738218585,60.118901231165964
3,0.0067679258481719755,85.16757246376811,75.5208333333333464.79015023719163,59.37051748848323
4,0.006059426670905978,86.54891304347827,78.0381944444444466.46439673652114,63.48554091017093
5,0.005693237214433721,87.65851449275362,79.2534722222222166.70589393036026,62.954179703750256
6,0.005382710629024165,86.97916666666666,77.5173611111111167.61983829093833,63.9636647305879
7,0.0050016534706794485,86.77536231884058,78.12566.89064442584767,64.11217918493925
8,0.004825385227649174,88.45108695652173,79.3402777777777968.25137347669212,64.4440471656818
9,0.004650169906678493,86.66213768115942,78.9062566.13272090506065,62.626960654313876
10,0.00469632084822021,88.31521739130434,79.4270833333333467.49077089152023,63.463272889677704
11,0.004882114472449864,87.90760869565217,79.6006944444444466.61853788061877,62.831801752600946
12,0.004462168108941654,88.0661231884058,78.3854166666666667.68067768889834,63.54397301573871
13,0.004003223441507049,88.76811594202898,80.2083333333333468.07861217481698,64.71121728271987
14,0.0038656772060557095,88.79076086956522,78.7326388888888967.37206370374682,62.27430588367492
15,0.004233937369067116,89.56068840579711,79.6006944444444468.78599628818273,63.943627416809555
16,0.004101975702302484,89.74184782608695,80.4687568.95823285158995,64.78830543429015
17,0.00381333687053319,89.31159420289855,80.0347222222222168.54672724370931,64.25776626326234
18,0.003849847440280901,89.92300724637681,80.1215277777777969.38291544864794,65.18717217492215
19,0.00360700548016129,89.33423913043478,79.0798611111111167.98342116321186,63.113419176873386
20,0.003669821987599544,89.67391304347827,81.5104166666666668.78140645073967,65.67684766190271
21,0.0034442500072154945,89.37952898550725,80.6423611111111168.59751193641439,64.21428066817694
22,0.0035602847843214966,88.79076086956522,79.7743055555555668.3630910497552,65.00245022205753
23,0.0034574387692372587,90.12681159420289,81.2568.78767331229884,64.98715793836445
24,0.0036446283597884976,90.1947463768116,81.4236111111111169.58482704513878,66.08352255421492
25,0.0033072691263953662,89.76449275362319,81.2568.62406063870321,65.24263333953165
26,0.0034339440667252273,89.35688405797102,80.3819444444444468.10357412195191,63.81513649397375
27,0.00348976488360891,91.0552536231884,81.1631944444444469.9761440993377,65.8954511945396
28,0.0034823163193125556,89.10778985507247,79.8611111111111169.18713044322568,65.33745181258985
29,0.003615425435243999,90.01358695652173,80.2951388888888969.64514652925133,65.46663450888224
30,0.003297381454738972,90.67028985507247,80.6423611111111169.90213498371524,64.57542077537177
31,0.0029413498712722364,90.57971014492753,81.1631944444444470.15208529802226,66.41278074444867
32,0.0033585908118461275,89.53804347826086,81.0763888888888969.04194029862855,66.26995014985823
33,0.003891896485503828,90.28532608695652,80.8159722222222169.63751262118548,65.5316597650978
34,0.0031617131582730193,89.96829710144928,80.6423611111111168.47469512165347,64.1084269852489
35,0.0031835635685243265,90.87409420289855,81.1631944444444469.79467954046311,65.8631220666324
36,0.002977636108374672,90.4211956521739,81.5104166666666669.51760535529657,65.65506956787219
37,0.003077258441279669,90.44384057971014,80.6423611111111169.2635728773291,64.91005047757865
38,0.002898110735796112,90.89673913043478,80.9895833333333470.22470220339503,65.50392292972228
39,0.0030731232102711083,90.76086956521739,81.0763888888888969.61683486195834,64.95641875900547
40,0.0029963742737597714,90.78351449275362,81.3368055555555670.4754292954015,66.8043672011517
41,0.002722814044036743,90.69293478260869,80.4687569.74249242747396,64.75834925473785
42,0.003069298403332476,88.29257246376811,79.3402777777777966.44225657378264,61.93125601290209
43,0.0032295717846680737,90.57971014492753,81.7708333333333469.61382498931923,65.88974424025145
44,0.0028499024113474583,90.98731884057972,81.9444444444444470.24452817882845,66.73434899826964
45,0.002822337660163395,91.34963768115942,80.8159722222222170.44345861551882,65.36627319898956
46,0.003214598657250896,90.89673913043478,81.4236111111111169.80956522762077,66.16397423549176
47,0.0027867849526959313,91.03260869565217,81.6840277777777969.69897943184353,66.06620522580445
48,0.0026624508869623393,90.55706521739131,80.9027777777777970.05471716741937,65.64403511215814
49,0.0029414264838647447,90.64764492753623,80.8159722222222170.33921468144452,65.97108674914047
50,0.0027579824405181965,91.14583333333334,80.7291666666666670.17558940934998,64.95916397827284
51,0.0025482961001415845,90.71557971014492,81.5104166666666670.2728580252288,66.44355276328552
52,0.002910213830080959,91.1911231884058,81.5972222222222170.46443128862273,66.2996896814556
53,0.003084333009136914,90.69293478260869,82.2048611111111169.36504038027533,66.22865356123332
54,0.0028259920897039112,90.69293478260869,82.0312569.83410489231994,66.39293201422439
55,0.003050907718155987,91.64402173913044,81.9444444444444470.62273261554441,66.52448843784005
56,0.0026708586998522884,91.32699275362319,82.1180555555555670.32519225524025,66.82916377356116
57,0.0027173063312302915,91.46286231884058,81.6840277777777970.13478002034128,65.75345367465994
58,0.0030232505487853456,91.66666666666666,82.3784722222222170.44158501394946,66.27473052491123
59,0.0030484202468988,91.44021739130434,81.9444444444444470.50817778720572,66.98780746053485
60,0.0027246206134940157,91.32699275362319,81.4236111111111170.05681118941483,64.8551463679545
61,0.0026446651060417583,91.23641304347827,81.7708333333333470.23638737742954,66.18567535492701
62,0.0024780691426339553,91.32699275362319,82.2048611111111170.21082642237889,66.29881747327843
63,0.0025147215260908104,91.55344202898551,82.5520833333333470.40249727027191,66.97659240243483
64,0.0027450456546054425,90.4211956521739,80.7291666666666669.72907965355563,66.05811451026119
65,0.0029491604605431845,91.23641304347827,81.7708333333333470.08971278615633,65.96763216183588
66,0.0026298761606817394,91.32699275362319,81.7708333333333470.22826331697418,66.24494840128085
67,0.0024113863976339372,91.50815217391305,80.7291666666666670.48684934209399,65.4471083171943
68,0.002520860924866088,91.1911231884058,82.1180555555555670.1084873684446,66.62070639061746
69,0.0026613968918757303,91.34963768115942,81.8576388888888970.46423571723295,66.96420466527417
70,0.003536068222303657,91.14583333333334,81.0763888888888969.76997335115581,64.89382052645787
71,0.0027589624086915626,90.96467391304348,80.1215277777777969.79647921363849,64.26830784949281
72,0.0025951490198850196,91.57608695652173,81.7708333333333470.48294054731227,65.94772216228445
73,0.002711153590896335,90.89673913043478,81.3368055555555669.71420591332912,65.53340697056875
74,0.00325222473034992,90.89673913043478,81.3368055555555669.84220200343162,65.54144568443922
75,0.0025953592956202715,90.94202898550725,79.7743055555555669.87247054412569,63.826227743786134
76,0.0024137487285023538,91.41757246376811,80.8159722222222170.28678580559985,64.63865220771565
77,0.0025152288826300285,91.28170289855072,81.6840277777777970.70562899838012,67.16211917701791
78,0.0026473196771415845,90.87409420289855,81.5104166666666669.91859616707279,65.78369009902406
79,0.0023997178605111445,91.64402173913044,82.9861111111111170.36662866217733,67.17690836862558
80,0.0026240998833832064,91.34963768115942,82.0312570.21188275341717,66.06867922494962
81,0.0024579011294802978,91.41757246376811,82.2916666666666670.05862044692073,66.15211677849882
82,0.002763812033259792,91.12318840579711,81.0763888888888970.12261676490459,65.54117366600039
83,0.0027560758704061796,91.07789855072464,81.9444444444444469.95880768384745,66.30208671358795
84,0.002677002278054995,91.37228260869566,81.5972222222222170.73818742153962,66.88709924524726
85,0.0023460480103680674,91.39492753623189,82.0312570.12944292411629,66.47224654342888
86,0.002352790931780933,91.57608695652173,82.5520833333333470.53977333029972,67.36364957606494
87,0.002345023610169029,91.23641304347827,81.0763888888888970.11014253540849,65.16130012774339
88,0.002493502670347581,90.98731884057972,81.8576388888888970.03898778154229,66.2095306757536
89,0.002341982335753664,91.55344202898551,81.3368055555555670.91738373112062,66.47252590121003
90,0.002234078069600788,91.71195652173914,81.6840277777777970.75389904062479,66.76787456116277
91,0.002276402893864595,91.66666666666666,82.2048611111111170.78940220913785,67.04217909500235
92,0.002160152889264015,91.1911231884058,82.3784722222222169.98703419095857,66.52937379120547
93,0.0022600967920189817,91.68931159420289,80.8159722222222170.64884940933379,65.47923948583517
94,0.0023717223647401406,91.71195652173914,81.9444444444444470.55455252909579,66.34713341010006
95,0.002181396776969066,91.82518115942028,81.9444444444444470.67703391117885,66.43905632682737
96,0.0022722432164920922,91.80253623188406,82.3784722222222170.57320806998378,66.92958140301195
97,0.0022895741088641937,91.80253623188406,82.2916666666666670.59582503403298,66.2360914900462
98,0.002429556115218852,91.6213768115942,81.9444444444444470.30916440849835,65.87926658366095
99,0.0022595823715986407,91.84782608695652,82.812570.86691608810398,67.44700603153649
100,0.0025482807960617334,91.68931159420289,82.5520833333333470.92545361067842,67.22524766194569
