Epoch,Loss,Training,Testing
1,0.019681572927781794,37.38677536231884,38.71527777777778
2,0.0166836372217271,50.88315217391305,48.95833333333333
3,0.013655066968212426,66.80253623188406,63.71527777777778
4,0.010937647827440833,71.35416666666666,67.62152777777779
5,0.010156990012698605,72.16938405797102,67.53472222222221
6,0.009393352827383333,73.25634057971014,68.40277777777779
7,0.008826491854040039,72.46376811594203,67.53472222222221
8,0.008583501056451299,74.27536231884058,69.53125
9,0.008129789844824566,74.4338768115942,69.18402777777779
10,0.007919640851392318,71.51268115942028,65.71180555555556
11,0.007870723466934357,73.82246376811594,68.66319444444444
12,0.007567529936212667,75.29438405797102,69.61805555555556
13,0.007249386487725019,74.45652173913044,68.75
14,0.007162253716388609,75.97373188405797,70.3125
15,0.00733557062805737,75.09057971014492,69.79166666666666
16,0.006755194779550341,76.04166666666666,69.96527777777779
17,0.006818928521068461,75.63405797101449,69.44444444444444
18,0.006591956492250497,76.60778985507247,70.39930555555556
19,0.006537607238447852,76.20018115942028,69.01041666666666
20,0.00640601964580368,76.58514492753623,69.27083333333334
21,0.006688686919174098,74.95471014492753,68.92361111111111
22,0.006692458282196664,76.47192028985508,69.70486111111111
23,0.006437830261606126,76.01902173913044,69.44444444444444
24,0.006197111423304057,75.5661231884058,69.35763888888889
25,0.006621104293766642,74.95471014492753,68.14236111111111
26,0.006539245304249494,75.92844202898551,69.79166666666666
27,0.0060273778687148435,76.5625,70.05208333333334
28,0.00602487565507373,76.3586956521739,69.61805555555556
29,0.005983504237082986,76.38134057971014,69.35763888888889
30,0.006081133957962504,76.65307971014492,69.70486111111111
31,0.00598189221758235,76.97010869565217,70.13888888888889
32,0.006037774279809238,76.97010869565217,70.05208333333334
33,0.005892944697198465,76.94746376811594,69.96527777777779
34,0.006203631739841482,76.58514492753623,69.87847222222221
35,0.0058032948793510465,77.24184782608695,70.48611111111111
36,0.005622526717830644,76.3586956521739,70.05208333333334
37,0.006066085407075043,77.19655797101449,70.05208333333334
38,0.005855001550164385,76.40398550724638,69.27083333333334
39,0.005985630336401115,76.85688405797102,70.57291666666666
40,0.005657030885832557,76.78894927536231,69.18402777777779
41,0.00563096882661038,76.97010869565217,70.05208333333334
42,0.005797486004481941,74.95471014492753,69.61805555555556
43,0.005731383678319802,76.38134057971014,69.61805555555556
44,0.005710633510875658,76.78894927536231,70.05208333333334
45,0.005794845323405279,76.9927536231884,69.87847222222221
46,0.005801517840758253,77.15126811594203,70.65972222222221
47,0.005916815442327618,76.9927536231884,69.87847222222221
48,0.005649574312674245,76.97010869565217,70.13888888888889
49,0.005690164546508728,76.9927536231884,70.05208333333334
50,0.005985791415085386,76.9927536231884,70.3125
51,0.005644522808785836,76.90217391304348,69.79166666666666
52,0.0055462686732534305,77.33242753623189,69.96527777777779
53,0.005515323905743775,76.42663043478261,69.79166666666666
54,0.005712341892812145,77.03804347826086,70.22569444444444
55,0.005673765808371204,76.90217391304348,69.44444444444444
56,0.005478852791293404,76.78894927536231,70.05208333333334
57,0.005627669861811656,76.78894927536231,69.96527777777779
58,0.005825319468264837,76.5625,69.96527777777779
59,0.006531043963269505,77.06068840579711,69.87847222222221
60,0.005841597689334457,76.51721014492753,69.70486111111111
61,0.00556590215676045,76.9927536231884,69.53125
62,0.005562873092829143,77.24184782608695,70.3125
63,0.005412620909710088,77.03804347826086,70.22569444444444
64,0.0055866179207560126,76.83423913043478,69.53125
65,0.005647617087492038,76.97010869565217,70.05208333333334
66,0.005578919541770225,77.24184782608695,70.22569444444444
67,0.005308091311820541,77.33242753623189,70.22569444444444
68,0.005430916711810966,76.85688405797102,70.22569444444444
69,0.005316008899896982,75.04528985507247,69.01041666666666
70,0.005863092815815911,77.19655797101449,70.13888888888889
71,0.005534443232605591,77.28713768115942,70.13888888888889
72,0.005351502871726435,77.35507246376811,70.22569444444444
73,0.005772714206895951,77.17391304347827,70.13888888888889
74,0.00552750736693523,77.19655797101449,69.96527777777779
75,0.00553001417658069,76.1322463768116,69.79166666666666
76,0.0053324627320390575,77.03804347826086,69.96527777777779
77,0.005395458490475944,77.44565217391305,70.22569444444444
78,0.005337871856966989,77.06068840579711,70.05208333333334
79,0.005527692607080685,77.15126811594203,70.3125
80,0.005403547563976809,76.65307971014492,69.87847222222221
81,0.006279396601738349,76.17753623188406,69.87847222222221
82,0.005614574261071155,77.03804347826086,69.87847222222221
83,0.0053862196459041395,76.94746376811594,69.53125
84,0.005417530955004102,77.35507246376811,70.83333333333334
85,0.0052259254254789994,77.01539855072464,69.87847222222221
86,0.0053663115186990675,77.35507246376811,70.22569444444444
87,0.00535564525795573,77.26449275362319,69.79166666666666
88,0.005584453824159751,77.08333333333334,70.48611111111111
89,0.005309620788483091,77.37771739130434,70.3125
90,0.005524518099757753,77.21920289855072,69.61805555555556
91,0.005354666513903878,77.35507246376811,70.13888888888889
92,0.005312451083762836,77.15126811594203,70.13888888888889
93,0.005236913068484648,77.21920289855072,70.13888888888889
94,0.005306204495820073,77.10597826086956,70.22569444444444
95,0.005627049739266841,76.29076086956522,69.09722222222221
96,0.005700397502381686,77.21920289855072,70.13888888888889
97,0.005505766367879513,77.06068840579711,70.57291666666666
98,0.005265152022092305,77.30978260869566,70.22569444444444
99,0.005369084234171018,77.24184782608695,69.96527777777779
100,0.005437197076629653,75.63405797101449,69.18402777777779
