Model,N,N,N D,N D,N B,N B,N B D,N B D,A,A,A D,A D,A B,A B,A B D,A B D
Metric,Training,Testing,Training,Testing,Training,Testing,Training,Testing,Training,Testing,Training,Testing,Training,Testing,Training,Testing
Min,76.01902173913044,70.05208333333334,96.49003623188406,87.67361111111111,83.22010869565217,76.99652777777779,95.15398550724638,88.28125,76.51721014492753,69.44444444444444,87.56793478260869,79.60069444444444,92.3233695652174,80.03472222222221,87.9302536231884,82.46527777777779
Max,97.93931159420288,88.62847222222221,97.4411231884058,88.97569444444444,97.80344202898551,89.40972222222221,96.03713768115942,89.49652777777779,97.98460144927536,86.19791666666666,93.79528985507248,85.59027777777779,98.34692028985508,86.71875,91.23641304347828,84.54861111111111
Average,88.22010869565217,80.02604166666667,96.88632246376811,88.48958333333333,95.1177536231884,86.63194444444444,95.70652173913044,88.97569444444444,88.25181159420289,78.24652777777777,92.43659420289855,84.40972222222223,97.51358695652175,85.43402777777779,90.29664855072464,84.11458333333333
STD,9.766822555163209,8.296626372053293,0.28429181137177406,0.41970982325159006,4.805673587731835,4.145110456138305,0.2836798803002329,0.3772686577084888,8.888894786003476,6.6754670005227785,1.7896975798938484,1.7415039697966697,1.8302680866768626,1.9357617263177904,0.9303884344048478,0.6444171716238437
